"id","firstName","lastName","club","districtNum","birthDate","fullName","age","totalVotings","totalVoted","totalMissed","totalExcused","salary_bonus_factor","attendance_rate","monthly_salary","total_earnings_est","cost_per_vote"
371,"Adam","Szłapka","KO",39,"1984-12-06","Adam Szłapka",41,3217,2656,561,26,0,0.833695990052844,17676.65,458756.685282523,172.72465560336
372,"Henryk","Szopiński","KO",38,"1962-09-15","Henryk Szopiński",63,3217,3207,10,0,0,0.996891513832763,17676.65,458756.685282523,143.0485454576
373,"Paweł","Szrot","PiS",4,"1975-06-30","Paweł Szrot",50,3217,3147,70,1,0,0.978551445446068,17676.65,458756.685282523,145.775877115514
374,"Krystyna","Szumilas","KO",29,"1956-06-28","Krystyna Szumilas",69,3217,3148,69,3,0.2,0.979483991296239,21211.98,550508.022339027,174.875483589272
375,"Stanisław","Szwed","PiS",27,"1955-04-12","Stanisław Szwed",70,3217,2834,383,12,0,0.884675163195524,17676.65,458756.685282523,161.876035738364
376,"Ewa","Szymanowska","Polska2050",9,"1978-05-30","Ewa Szymanowska",47,3217,3188,29,2,0.15,0.991607087348461,20328.1475,527570.188074901,165.486257238049
377,"Tomasz","Szymański","KO",5,"1978-04-24","Tomasz Szymański",47,3217,3147,70,3,0,0.979173142679515,17676.65,458756.685282523,145.775877115514
378,"Szymon","Szynkowski vel Sęk","PiS",39,"1982-11-24","Szymon Szynkowski vel Sęk",43,3217,2982,235,8,0.15,0.92943736400373,20328.1475,527570.188074901,176.918238791047
379,"Łukasz","Ściebiorowski","KO",31,"1980-03-13","Łukasz Ściebiorowski",45,3217,3196,21,2,0,0.99409387628225,17676.65,458756.685282523,143.540890263618
380,"Agnieszka","Ścigaj","PiS",13,"1975-12-22","Agnieszka Ścigaj",49,3217,2899,318,11,0,0.904569474665838,17676.65,458756.685282523,158.246528210598
381,"Andrzej","Śliwka","PiS",34,"1988-10-12","Andrzej Śliwka",37,3217,3111,106,0,0,0.967050046627293,17676.65,458756.685282523,147.462772511258
382,"Paweł","Śliz","Polska2050",12,"1980-09-18","Paweł Śliz",45,3217,3044,173,3,0.2,0.947155735156979,21211.98,550508.022339027,180.850204447775
384,"Jacek","Świat","PiS",3,"1955-12-16","Jacek Świat",69,3217,3151,66,3,0,0.98041653714641,17676.65,458756.685282523,145.590823637741
385,"Apoloniusz","Tajner","KO",27,"1954-04-17","Apoloniusz Tajner",71,3217,3203,14,2,0,0.996269816599316,17676.65,458756.685282523,143.227188661418
386,"Krzysztof","Tchórzewski","PiS",18,"1950-05-19","Krzysztof Tchórzewski",75,3217,3098,119,5,0,0.964563257693503,17676.65,458756.685282523,148.081564003397
387,"Robert","Telus","PiS",10,"1969-04-18","Robert Telus",56,3217,2831,386,8,0.15,0.882499222878458,20328.1475,527570.188074901,186.354711435854
388,"Ryszard","Terlecki","PiS",14,"1949-09-02","Ryszard Terlecki",76,3217,3088,129,2,0,0.960522225676096,17676.65,458756.685282523,148.561102746931
389,"Tadeusz","Tomaszewski","Lewica",37,"1959-02-21","Tadeusz Tomaszewski",66,3217,3108,109,2,0.2,0.966739198010569,21211.98,550508.022339027,177.126133313715
390,"Jacek","Tomczak","PSL-TD",39,"1973-07-27","Jacek Tomczak",52,3217,2746,471,17,0.15,0.85887472800746,20328.1475,527570.188074901,192.123156618682
391,"Wioleta","Tomczak","Polska2050",26,"1988-04-21","Wioleta Tomczak",37,3217,3211,6,1,0.15,0.998445756916382,20328.1475,527570.188074901,164.30089943161
392,"Cezary","Tomczyk","KO",11,"1984-08-25","Cezary Tomczyk",41,3217,3125,92,5,0,0.972956170345042,17676.65,458756.685282523,146.802139290407
393,"Stanisław","Tomczyszyn","PSL-TD",8,"1959-08-26","Stanisław Tomczyszyn",66,3217,3211,6,1,0.15,0.998445756916382,20328.1475,527570.188074901,164.30089943161
394,"Małgorzata","Tracz","KO",3,"1985-12-08","Małgorzata Tracz",40,3217,3210,7,0,0,0.997824059682934,17676.65,458756.685282523,142.9148552282
395,"Tomasz","Trela","Lewica",9,"1979-12-30","Tomasz Trela",45,3217,3177,40,2,0.15,0.988187752564501,20328.1475,527570.188074901,166.05923452153
396,"Krzysztof","Truskolaski","KO",24,"1990-07-25","Krzysztof Truskolaski",35,3217,3064,153,6,0.15,0.954305253341623,20328.1475,527570.188074901,172.183481747683
397,"Krzysztof","Tuduj","Konfederacja",3,"1981-04-25","Krzysztof Tuduj",44,3217,2600,617,12,0.15,0.811936586882188,20328.1475,527570.188074901,202.911610798039
398,"Sylwester","Tułajew","PiS",6,"1981-12-30","Sylwester Tułajew",43,3217,3199,18,0,0,0.994404724898974,17676.65,458756.685282523,143.406278612855
399,"Witold","Tumanowicz","Konfederacja",7,"1986-11-04","Witold Tumanowicz",39,3217,3103,114,3,0,0.965495803543674,17676.65,458756.685282523,147.842953684345
400,"Donald","Tusk","KO",19,"1957-04-22","Donald Tusk",68,3217,1350,1867,111,0,0.454149829033261,17676.65,458756.685282523,339.819766875943
402,"Katarzyna","Ueberhan","Lewica",39,"1975-08-26","Katarzyna Ueberhan",50,3217,3055,162,4,0.2,0.950885918557662,21211.98,550508.022339027,180.199025315557
403,"Jarosław","Urbaniak","KO",36,"1966-08-07","Jarosław Urbaniak",59,3217,2904,313,15,0.2,0.907367112216351,21211.98,550508.022339027,189.568878215919
404,"Piotr","Uruski","PiS",22,"1976-08-11","Piotr Uruski",49,3217,2665,552,12,0,0.832141746969226,17676.65,458756.685282523,172.141345321772
405,"Piotr","Uściński","PiS",20,"1977-05-20","Piotr Uściński",48,3217,2979,238,9,0,0.928815666770283,17676.65,458756.685282523,153.996873206621
406,"Jarosław","Wałęsa","KO",25,"1976-09-13","Jarosław Wałęsa",49,3217,3155,62,2,0.15,0.981349082996581,20328.1475,527570.188074901,167.217175301078
407,"Marcin","Warchoł","PiS",23,"1980-07-13","Marcin Warchoł",45,3217,2977,240,17,0.15,0.930680758470625,20328.1475,527570.188074901,177.215380609641
408,"Robert","Wardzała","KO",15,"1975-10-12","Robert Wardzała",50,3217,2812,405,9,0,0.876903947777432,17676.65,458756.685282523,163.142491210001
409,"Robert","Warwas","PiS",32,"1976-08-13","Robert Warwas",49,3217,3178,39,2,0,0.988498601181225,17676.65,458756.685282523,144.353897193997
410,"Jan","Warzecha","PiS",23,"1959-04-21","Jan Warzecha",66,3217,3068,149,3,0,0.954616101958346,17676.65,458756.685282523,149.529558436285
411,"Małgorzata","Wassermann","PiS",13,"1978-03-16","Małgorzata Wassermann",47,3217,3022,195,4,0.15,0.940627914205782,20328.1475,527570.188074901,174.576501679319
412,"Michał","Wawer","Konfederacja",33,"1989-04-01","Michał Wawer",36,3217,3165,52,8,0,0.986322660864159,17676.65,458756.685282523,144.946819994478
415,"Rafał","Weber","PiS",23,"1981-09-01","Rafał Weber",44,3217,3079,138,8,0,0.959589679825925,17676.65,458756.685282523,148.995350854993
416,"Marek","Wesoły","PiS",31,"1972-05-03","Marek Wesoły",53,3217,2960,257,0,0.15,0.92011190550202,20328.1475,527570.188074901,178.233171646926
417,"Joanna","Wicha","Lewica",20,"1966-10-09","Joanna Wicha",59,3217,3060,157,4,0.15,0.952440161641281,20328.1475,527570.188074901,172.408558194412
418,"Patryk","Wicher","PiS",14,"1986-03-09","Patryk Wicher",39,3217,3042,175,8,0,0.94808828100715,17676.65,458756.685282523,150.807588850271
419,"Dariusz","Wieczorek","Lewica",41,"1965-05-23","Dariusz Wieczorek",60,3217,3183,34,2,0.15,0.990052844264843,20328.1475,527570.188074901,165.746210516777
420,"Jarosław","Wieczorek","PiS",29,"1981-01-27","Jarosław Wieczorek",44,3217,3165,52,0,0,0.98383587193037,17676.65,458756.685282523,144.946819994478
421,"Monika","Wielichowska","KO",2,"1973-10-04","Monika Wielichowska",52,3217,3095,122,119,0,0.999067454149829,17676.65,458756.685282523,148.225100252835
422,"Ryszard","Wilk","Konfederacja",14,"1987-03-24","Ryszard Wilk",38,3217,2190,1027,29,0,0.689773080509792,17676.65,458756.685282523,209.47793848517
423,"Teresa","Wilk","PiS",34,"1952-10-29","Teresa Wilk",73,3217,2783,434,11,0,0.868511035125894,17676.65,458756.685282523,164.842502796451
424,"Przemysław","Wipler","Konfederacja",5,"1978-07-15","Przemysław Wipler",47,3217,2596,621,11,0.15,0.81038234379857,20328.1475,527570.188074901,203.224263511133
425,"Aleksandra","Uznańska-Wiśniewska","KO",9,"1994-05-27","Aleksandra Uznańska-Wiśniewska",31,3217,3106,111,5,0,0.967050046627293,17676.65,458756.685282523,147.700156240349
426,"Adrian","Witczak","KO",10,"1991-03-20","Adrian Witczak",34,3217,3181,36,2,0,0.989431147031396,17676.65,458756.685282523,144.217757083472
427,"Mariusz","Witczak","KO",36,"1971-04-14","Mariusz Witczak",54,3217,3208,9,1,0,0.997513211066211,17676.65,458756.685282523,143.003954265126
428,"Elżbieta","Witek","PiS",1,"1957-12-17","Elżbieta Witek",67,3217,3084,133,0,0,0.958657133975754,17676.65,458756.685282523,148.753789002115
429,"Przemysław","Witek","KO",28,"1978-03-16","Przemysław Witek",47,3217,3033,184,1,0,0.943114703139571,17676.65,458756.685282523,151.255089113921
430,"Kamil","Wnuk","Polska2050",32,"1984-05-22","Kamil Wnuk",41,3217,3014,203,2,0,0.937519428038545,17676.65,458756.685282523,152.208588348548
431,"Anna","Wojciechowska","KO",35,"1960-02-29","Anna Wojciechowska",65,3217,3198,19,5,0.15,0.995648119365869,20328.1475,527570.188074901,164.968789266698
432,"Agnieszka","Wojciechowska van Heukelom","PiS",9,"1964-08-30","Agnieszka Wojciechowska van Heukelom",61,3217,2960,257,3,0,0.921044451352191,17676.65,458756.685282523,154.985366649501
433,"Agata","Wojtyszek","PiS",33,"1967-10-23","Agata Wojtyszek",58,3217,3119,98,3,0,0.970469381411253,17676.65,458756.685282523,147.084541610299
434,"Bogusław","Wołoszański","KO",10,"1950-03-22","Bogusław Wołoszański",75,3217,1990,1227,37,0,0.63009014609885,17676.65,458756.685282523,230.530997629409
435,"Michał","Woś","PiS",30,"1991-02-08","Michał Woś",34,3217,2895,322,11,0.15,0.903326080198943,20328.1475,527570.188074901,182.234952702902
436,"Grzegorz","Woźniak","PiS",18,"1968-12-18","Grzegorz Woźniak",56,3217,2703,514,19,0,0.84612993472179,17676.65,458756.685282523,169.72130421107
437,"Tadeusz","Woźniak","PiS",11,"1960-01-15","Tadeusz Woźniak",65,3217,3184,33,3,0,0.99067454149829,17676.65,458756.685282523,144.08187351838
438,"Michał","Wójcik","PiS",31,"1971-04-17","Michał Wójcik",54,3217,3156,61,3,0,0.981970780230028,17676.65,458756.685282523,145.360166439329
439,"Maciej","Wróbel","KO",35,"1983-10-16","Maciej Wróbel",42,3217,3212,5,1,0,0.998756605533105,17676.65,458756.685282523,142.82586714898
440,"Bartłomiej","Wróblewski","PiS",39,"1975-03-13","Bartłomiej Wróblewski",50,3217,2629,588,36,0.15,0.828411563568542,20328.1475,527570.188074901,200.673331333169
441,"Paweł","Zalewski","Polska2050",20,"1964-09-25","Paweł Zalewski",61,3217,2403,814,23,0,0.754118744171588,17676.65,458756.685282523,190.909981390979
442,"Adrian","Zandberg","Razem",19,"1979-12-04","Adrian Zandberg",46,3217,3088,129,0,0,0.959900528442648,17676.65,458756.685282523,148.561102746931
443,"Andrzej","Zapałowski","Konfederacja",22,"1966-11-06","Andrzej Zapałowski",59,3217,3109,108,5,0.15,0.967982592477463,20328.1475,527570.188074901,169.691279535189
444,"Bartosz","Zawieja","KO",39,"1978-03-02","Bartosz Zawieja",47,3217,3204,13,0,0,0.995958967982592,17676.65,458756.685282523,143.182486043234
445,"Marcelina","Zawisza","Razem",21,"1989-05-03","Marcelina Zawisza",36,3217,3042,175,7,0,0.947777432390426,17676.65,458756.685282523,150.807588850271
446,"Sławomir","Zawiślak","Konfederacja_KP",7,"1963-06-09","Sławomir Zawiślak",62,3217,2931,286,15,0,0.915760024867889,17676.65,458756.685282523,156.518828141427
448,"Witold","Zembaczyński","KO",21,"1980-12-28","Witold Zembaczyński",44,3217,3203,14,2,0,0.996269816599316,17676.65,458756.685282523,143.227188661418
449,"Piotr","Zgorzelski","PSL-TD",16,"1963-09-17","Piotr Zgorzelski",62,3217,3129,88,119,0,1.00963630711843,17676.65,458756.685282523,146.614472765268
450,"Zbigniew","Ziejewski","PSL-TD",34,"1958-11-28","Zbigniew Ziejewski",67,3217,2652,565,11,0,0.827789866335095,17676.65,458756.685282523,172.985175445899
451,"Urszula","Zielińska","KO",19,"1977-10-03","Urszula Zielińska",48,3217,2995,222,3,0,0.931924152937519,17676.65,458756.685282523,153.17418540318
452,"Jarosław","Zieliński","PiS",24,"1960-09-20","Jarosław Zieliński",65,3217,3198,19,0,0.15,0.99409387628225,20328.1475,527570.188074901,164.968789266698
453,"Tomasz","Zieliński","PiS",7,"1967-07-20","Tomasz Zieliński",58,3217,3013,204,4,0,0.937830276655269,17676.65,458756.685282523,152.259105636417
454,"Jolanta","Zięba-Gzik","PSL-TD",11,"1975-10-13","Jolanta Zięba-Gzik",50,3217,3149,68,1,0.15,0.979173142679515,20328.1475,527570.188074901,167.535785352462
455,"Tomasz","Zimoch","niez.",3,"1957-10-30","Tomasz Zimoch",68,3217,3171,46,6,0,0.987566055331054,17676.65,458756.685282523,144.672559218708
456,"Zbigniew","Ziobro","PiS",23,"1970-08-18","Zbigniew Ziobro",55,3217,524,2693,55,0,0.179981349082997,17676.65,458756.685282523,875.489857409395
457,"Wojciech","Zubowski","PiS",1,"1979-11-12","Wojciech Zubowski",46,3217,3037,180,3,0,0.944979794839913,17676.65,458756.685282523,151.055872664644
458,"Ireneusz","Zyska","PiS",2,"1969-08-05","Ireneusz Zyska",56,3217,3159,58,4,0,0.983214174696923,17676.65,458756.685282523,145.222122596557
459,"Bożena","Żelazowska","PSL-TD",20,"1970-08-23","Bożena Żelazowska",55,3217,3157,60,2,0,0.981970780230028,17676.65,458756.685282523,145.314122674223
460,"Anna","Żukowska","Lewica",19,"1983-06-11","Anna Żukowska",42,3217,3123,94,6,0.15,0.972645321728318,20328.1475,527570.188074901,168.93057575245
461,"Anna","Baluch","PiS",6,"1973-06-03","Anna Baluch",52,3110,3038,72,2,0,0.977491961414791,17676.65,458756.685282523,151.006150520909
462,"Magdalena","Łośko","KO",4,"1984-08-30","Magdalena Łośko",41,3026,3017,9,0,0.15,0.997025776602776,20328.1475,527570.188074901,174.86582302781
463,"Monika","Pawłowska","PiS",7,"1983-06-15","Monika Pawłowska",42,2973,1861,1112,31,0,0.636394214598049,17676.65,458756.685282523,246.510846470996
464,"Alicja","Łuczak","KO",36,"1961-06-17","Alicja Łuczak",64,2887,2876,11,0,0,0.996189816418427,17676.65,458756.685282523,159.512060251225
465,"Dominik","Jaśkowiec","KO",13,"1977-06-12","Dominik Jaśkowiec",48,2864,2857,7,1,0,0.997905027932961,17676.65,458756.685282523,160.572868492308
466,"Paweł","Masełko","KO",21,"1980-07-07","Paweł Masełko",45,2864,2859,5,1,0,0.998603351955307,17676.65,458756.685282523,160.46054049756
467,"Katarzyna","Stachowicz","KO",32,"1977-07-18","Katarzyna Stachowicz",48,2806,2750,56,0,0,0.980042765502495,17676.65,458756.685282523,166.820612830008
468,"Lidia","Czechak","PiS",36,"1976-02-03","Lidia Czechak",49,2736,2646,90,3,0,0.968201754385965,17676.65,458756.685282523,173.377432079563
469,"Barbara","Grygorcewicz","KO",40,"1963-09-27","Barbara Grygorcewicz",62,2732,2729,3,0,0,0.998901903367496,17676.65,458756.685282523,168.104318535186
470,"Bożenna","Hołownia","Polska2050",19,"1953-07-27","Bożenna Hołownia",72,2736,2332,404,17,0,0.858552631578947,17676.65,458756.685282523,196.722420790104
471,"Urszula","Koszutska","KO",31,"1959-02-05","Urszula Koszutska",66,2736,2728,8,0,0,0.997076023391813,17676.65,458756.685282523,168.165940352831
472,"Piotr","Kowal","Lewica",5,"1992-11-05","Piotr Kowal",33,2736,2701,35,1,0.15,0.987573099415205,20328.1475,527570.188074901,195.324023722659
473,"Michał","Kowalski","PiS",26,"1976-05-04","Michał Kowalski",49,2736,2492,244,0,0,0.910818713450292,17676.65,458756.685282523,184.091767769873
474,"Maria","Koźlakiewicz","KO",16,"1985-02-02","Maria Koźlakiewicz",40,2736,2712,24,1,0,0.991593567251462,17676.65,458756.685282523,169.158069794441
475,"Katarzyna","Królak","KO",34,"1971-03-01","Katarzyna Królak",54,2736,2715,21,3,0,0.993421052631579,17676.65,458756.685282523,168.971154800193
476,"Wioletta","Kulpa","PiS",16,"1974-12-09","Wioletta Kulpa",51,2732,2720,12,1,0,0.99597364568082,17676.65,458756.685282523,168.660546059751
477,"Grzegorz","Macko","PiS",2,"1992-09-06","Grzegorz Macko",33,2736,2612,124,1,0,0.955043859649123,17676.65,458756.685282523,175.634259296525
478,"Jerzy","Meysztowicz","KO",13,"1958-10-01","Jerzy Meysztowicz",67,2736,2672,64,0,0,0.976608187134503,17676.65,458756.685282523,171.690376228489
479,"Krzysztof","Mieszkowski","KO",3,"1956-05-19","Krzysztof Mieszkowski",69,2736,2728,8,0,0,0.997076023391813,17676.65,458756.685282523,168.165940352831
480,"Anna","Paluch","PiS",14,"1960-03-31","Anna Paluch",65,2736,2684,52,0,0,0.980994152046784,17676.65,458756.685282523,170.92275904714
481,"Krzysztof","Piątkowski","KO",9,"1969-09-03","Krzysztof Piątkowski",56,2736,2635,101,3,0.15,0.964181286549708,20328.1475,527570.188074901,200.216390161253
482,"Mariusz","Popielarz","KO",18,"1975-05-03","Mariusz Popielarz",50,2736,2727,9,0,0,0.99671052631579,17676.65,458756.685282523,168.227607364328
483,"Magdalena","Roguska","KO",19,"1980-06-22","Magdalena Roguska",45,2736,2700,36,4,0,0.988304093567251,17676.65,458756.685282523,169.909883437971
484,"Marta","Stożek","Razem",3,"1976-08-05","Marta Stożek",49,2736,2671,65,1,0.15,0.976608187134503,20328.1475,527570.188074901,197.517854015313
485,"Krzysztof","Szymański","Konfederacja",26,"1990-06-21","Krzysztof Szymański",35,2736,2722,14,0,0.15,0.994883040935672,20328.1475,527570.188074901,193.817115383873
486,"Włodzimierz","Tomaszewski","PiS",9,"1956-11-16","Włodzimierz Tomaszewski",69,2736,2707,29,2,0,0.990131578947368,17676.65,458756.685282523,169.470515434992
487,"Maciej","Tomczykiewicz","KO",27,"1988-03-27","Maciej Tomczykiewicz",37,2736,2614,122,2,0.15,0.956140350877193,20328.1475,527570.188074901,201.824861543574
488,"Jarosław","Krajewski","PiS",19,"1983-03-09","Jarosław Krajewski",42,2736,2713,23,2,0,0.992324561403509,17676.65,458756.685282523,169.095718865655
489,"Bożena","Lisowska","KO",6,"1963-04-14","Bożena Lisowska",62,2736,2720,16,2,0,0.994883040935672,17676.65,458756.685282523,168.660546059751
490,"Michał","Połuboczek","Konfederacja",23,"1982-10-24","Michał Połuboczek",43,2736,2496,240,2,0.15,0.913011695906433,20328.1475,527570.188074901,211.366261247957
491,"Aleksandra","Kot","KO",13,"2000-02-17","Aleksandra Kot",25,2732,2714,18,0,0,0.993411420204978,17676.65,458756.685282523,169.033413884496
492,"Rafał","Romanowski","PiS",16,"1978-02-15","Rafał Romanowski",47,2600,2063,537,13,0,0.798461538461538,17676.65,458756.685282523,222.373575027883
493,"Henryk","Smolarz","PSL-TD",6,"1969-09-03","Henryk Smolarz",56,2600,2343,257,5,0,0.903076923076923,17676.65,458756.685282523,195.798841349775
494,"Robert","Jagła","KO",2,"1968-11-29","Robert Jagła",57,2280,2248,32,2,0,0.986842105263158,17676.65,458756.685282523,204.073258577635
495,"Michał","Jach","PiS",41,"1951-09-23","Michał Jach",74,916,861,55,5,0,0.945414847161572,17676.65,458756.685282523,532.818449805485
496,"Bogumiła","Olbryś","PiS",24,"1961-06-02","Bogumiła Olbryś",64,916,902,14,2,0,0.986899563318777,17676.65,458756.685282523,508.599429359782
497,"Tomasz","Rzymkowski","niez.",11,"1986-07-31","Tomasz Rzymkowski",39,916,845,71,3,0,0.925764192139738,17676.65,458756.685282523,542.907319860974
498,"Marek","Subocz","PiS",40,"1984-10-14","Marek Subocz",41,916,911,5,0,0,0.994541484716157,17676.65,458756.685282523,503.574846632846
